Date,CD,CD,CD,CD,CD,CD,CD,CD,CD,CD,CD,CD,CD,CD,CS,CS,CS,CS,EG,EG,EG,EG,EG,EG,EG,EG,EG,EG,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,FN,HC,HC,HC,HC,HC,HC,HC,HC,HC,HC,HC,HC,HC,HC,HC,HC,HC,HC,,IT,IT,IT,IT,IT,IT,IT,MT,MT,MT,MT,MT,MT,MT,MT,MT,MT,MT,MT,MT,TC,TC,TC,TC,TC,UT,UT,UT,UT,UT,UT,UT,UT,UT,UT,UT
11/1/08,7.229219,6.364213,33.755299,23.343447,10.681795,13.068414,17.080502,11.197726,40.224964,13.275299,47.732025,39.837288,13.973652,58.135109,29.364258,38.336082,45.469875,23.869457,94.313766,44.170155,64.320572,43.461319,31.723291,83.019791,31.491768,25.836658,50.774799,35.74913,20.626314,28.071295,38.482292,263.026733,39.49094,24.738174,34.762131,29.038723,14.780933,9.765802,26.037231,40.450031,42.6954,21.935099,18.276234,40.4814,22.429371,53.583557,41.943611,23.895775,90.374092,76.081406,18.354429,36.321678,54.559116,79.363892,50.503345,38.533562,40.844368,41.725361,15.4,63.73325,17.040001,53.272987,16.636368,20.141161,50.785725,6.09,19.70451,23.845808,21.236839,30.263443,66.554192,65.345825,10.116132,18.721336,38.734604,30.522646,43.702129,23.737041,37.437466,22.199848,48.033253,25.199263,60.227867,17.937246,65.948738,12.25,22.754679,24.614317,31.742733,11.925159,10.789674,81.457298,55.985481,51.718834,5.006985,26.945335,25.381813,17.624601,15.321013
14/01/08,7.461466,6.60502,34.28133,23.558561,10.768044,13.596982,17.526222,11.270183,40.698895,13.281857,47.706219,40.267963,13.623086,57.510578,29.293709,37.816303,45.980625,24.067848,97.585815,44.356323,64.490829,44.456123,32.2267,84.141914,33.018631,26.016802,52.003216,36.471649,20.78746,27.933687,39.003662,267.631531,39.76656,24.843279,34.146938,30.51619,15.16991,9.648425,25.848562,40.872318,42.485546,21.942875,18.735905,40.278896,22.218056,53.060665,42.216671,23.877018,89.456581,76.398369,18.707933,36.214958,55.550209,81.906418,50.555416,38.784527,40.493656,41.194744,15.04,64.051476,17.200001,53.892998,17.223051,20.657608,50.681656,6.25,19.896488,24.24457,22.255285,30.70849,69.008278,67.869164,10.335191,18.887888,41.08884,31.452147,44.368191,24.352585,37.625801,22.665028,49.349941,25.749502,62.491997,17.982132,66.884186,12.36,22.939331,24.898102,31.901571,11.988627,10.744768,80.612518,56.50486,51.74062,4.986166,27.066484,25.286064,17.514294,15.321013
15/01/08,7.461466,6.57922,32.828056,22.379145,10.515927,12.731222,17.467354,10.967185,39.810272,12.479216,45.994438,39.773495,13.303856,56.024395,28.454952,37.386917,45.762703,23.809565,94.071053,42.877605,62.618027,42.386917,31.228716,81.363716,32.280094,24.732082,49.754368,35.659374,20.01104,26.989729,37.240925,248.107117,39.661545,24.265221,32.801743,29.468527,15.533512,9.484096,25.288431,39.686314,41.845695,20.605,18.013159,39.294014,22.121658,51.620384,41.732224,23.783255,89.999611,76.156487,18.091034,35.539043,53.924828,81.379074,50.414066,38.384346,39.482334,40.092186,14.96,62.858105,17.76,53.040478,16.284737,20.0956,49.640965,5.75,18.98893,23.702255,22.379272,29.670033,65.421524,65.714577,10.180694,18.532082,39.627739,30.837025,43.284748,23.841919,36.544922,22.049557,49.262165,24.820473,61.316055,17.558142,65.305611,12.33,22.415146,24.423199,31.736107,11.86169,10.539494,78.530083,56.338387,51.537395,4.889878,26.747686,25.094555,17.591509,15.219144
16/01/08,7.676821,6.751225,34.994602,22.282715,10.74814,12.986398,18.252502,11.849829,38.810574,12.612625,45.891212,40.020721,13.303856,55.652855,29.082052,37.364315,45.381351,23.450237,89.576477,41.005264,61.185081,40.858887,30.495689,79.083252,30.379801,23.916695,47.063526,34.223301,20.648287,25.954935,37.315418,241.660431,39.746861,24.44915,34.671906,29.835665,15.990136,9.726678,25.034899,39.722252,42.659573,21.289488,17.955,40.803566,22.429371,53.427605,41.829109,24.345856,92.981468,77.023972,17.896954,36.013371,55.381721,81.303741,50.823269,38.031624,39.490486,40.20932,15.35,61.655956,19.040001,53.079216,15.379171,20.877851,48.600277,5.93,18.936569,23.526796,21.856768,29.41572,64.24691,64.275787,10.134574,18.607782,37.494614,30.276604,43.213684,24.074451,36.291084,22.385918,47.330994,24.549343,62.483231,17.453394,65.481018,11.83,22.558109,24.510069,32.113373,11.812325,10.616474,77.515053,54.134396,49.214916,4.843035,26.613779,25.017948,17.716539,15.185187
17/01/08,7.351674,6.691024,34.789536,21.540951,10.582276,12.676543,18.396025,11.454614,38.492149,12.24302,44.024609,39.829311,13.047297,55.178558,29.207468,37.145851,44.843361,23.221912,85.426254,39.08506,58.702171,39.879993,29.409399,75.264389,29.649553,22.627228,45.640125,32.603237,21.029173,24.328453,37.050591,229.872086,38.178528,23.522947,30.841347,29.379,13.935345,8.881559,24.563213,37.880341,41.871288,20.324968,17.473181,38.695713,22.151325,52.134117,41.767445,23.550707,91.481178,74.730095,17.231541,35.456036,52.804905,79.354477,50.466133,37.197319,39.001144,37.811234,15.21,60.657074,18.040001,52.110451,15.499598,20.482927,46.51889,6.06,17.985376,23.35932,20.935738,28.525623,60.387478,61.195744,9.684916,18.02487,36.983002,29.251442,41.774998,23.641298,35.300297,21.527126,46.426872,24.975979,58.613129,17.388552,63.610126,11.57,22.218573,23.693453,30.551357,11.33983,10.270073,73.474609,51.650742,47.407711,4.741541,25.906036,24.475323,17.091421,14.703012
18/01/08,7.191214,6.682424,36.492462,22.156616,10.70833,11.838122,18.733713,11.665395,38.803158,12.356746,45.805202,39.956928,13.317565,56.546124,28.79986,36.580864,44.305393,22.735312,86.281494,38.771229,59.20586,40.047119,28.614555,77.35482,29.433798,22.513447,46.12109,32.464119,21.549219,24.9174,36.401592,225.17514,37.069519,23.056557,30.053902,29.262589,13.571737,8.34162,24.073832,38.284668,41.62048,19.81937,17.564562,38.391972,22.032692,51.455257,41.793877,23.68948,90.655998,73.086845,16.968143,35.284088,51.407478,79.42981,49.32037,36.430862,38.324215,36.743126,15.1,58.21735,17.6,50.395721,15.544871,20.915823,46.241375,6.44,17.653767,23.494898,20.909164,28.101765,61.037727,61.564484,9.691834,18.176277,39.818512,29.183104,42.370018,22.779535,35.054638,21.956518,46.418091,24.744717,57.972492,17.134157,61.505413,8.7,21.509722,22.639376,29.66449,11.121217,10.186683,72.852501,50.512115,46.231964,4.616628,25.46608,24.092302,17.025229,14.47211
22/01/08,7.030752,6.708224,38.623348,24.166809,11.212564,11.983938,20.717682,11.876179,38.840199,12.52952,46.42453,42.931767,14.210626,58.886086,28.117882,35.782356,43.951275,22.005417,83.499718,37.861641,57.638096,39.752651,28.217125,77.47245,28.82803,22.134195,45.581635,31.499258,22.347616,24.845848,37.483234,224.714722,38.329449,23.174799,30.7183,29.289448,13.698579,8.685934,24.610378,37.52095,42.700527,20.962799,17.35965,39.367653,21.313459,49.01506,39.988239,22.766808,88.958771,71.201729,15.866046,34.299854,50.178543,74.702637,48.561478,35.386307,37.859322,35.385574,14.84,57.23616,17.24,49.010372,14.993829,20.642418,42.737709,6.29,17.767216,23.112087,21.298832,27.762678,60.387478,60.827023,9.694142,18.585068,39.484657,29.073744,40.673794,22.332697,35.18565,22.135437,46.61121,24.525419,58.069023,16.924654,60.569935,8.8,21.420372,21.909639,28.22826,10.803869,9.917257,70.226509,48.694328,44.178013,4.556772,24.873106,23.619898,16.624416,14.064636
23/01/08,7.288336,7.069437,39.612999,26.889097,12.09497,13.61521,21.984049,12.370194,39.254879,12.579821,50.966347,43.378384,14.796204,64.040298,28.525501,36.015888,43.88316,22.035362,82.221313,38.154202,57.779976,40.842968,27.96101,74.956711,28.993992,22.39019,45.198143,31.046003,25.006475,25.872375,38.46505,242.765594,39.359699,24.39003,32.416229,30.910181,15.964761,9.311939,25.91931,38.697975,47.455833,22.852951,18.032539,42.883759,21.491419,49.638863,39.41571,23.006851,86.614555,70.601151,15.658106,34.169418,49.167625,73.318375,47.765392,35.393078,38.617825,34.668915,14.67,58.951019,17.120001,48.777859,13.397532,21.257587,34.724388,6.7,18.378065,24.164814,22.087021,28.080568,61.22649,62.72855,9.933959,19.296679,38.97739,31.00106,42.068077,22.095604,36.217392,22.149748,44.32893,25.49033,60.552551,16.700191,61.973106,8.72,21.855209,22.048637,29.307072,11.198792,10.154606,73.127548,52.103523,45.586033,4.843035,25.874157,23.958237,16.756792,14.343076
24/01/08,7.364345,7.189841,38.899731,26.251183,11.789779,14.772593,21.452179,12.574388,39.987995,12.555765,49.297569,42.277782,14.604276,62.364399,27.968937,35.993282,43.876358,22.41341,83.742767,39.611649,59.354828,41.423935,28.588055,81.092255,29.624672,23.698624,46.452568,31.795448,25.585129,27.218145,37.932529,251.698975,39.792797,24.212673,33.81884,31.259396,16.852634,9.476272,25.57144,38.104965,46.027699,24.237501,17.647635,44.807518,21.154045,49.051758,40.622406,23.265654,86.239471,72.711502,16.184893,33.706947,49.108166,72.753395,47.252033,34.809753,38.144794,34.152096,14.61,60.418396,18.440001,48.496922,13.063245,21.963892,35.140667,6.99,19.556152,24.260521,23.831669,30.3694,64.624496,64.189026,9.731038,19.198261,41.166882,31.062565,42.059181,22.989275,35.234783,22.536215,46.497093,25.430521,62.307716,16.675255,62.148506,9.09,21.29528,22.141298,28.208399,10.888494,9.885186,70.855202,49.972778,44.635254,4.77277,25.313063,23.33264,16.44792,13.969559
25/01/08,7.271446,7.284444,37.874413,25.961891,11.152853,15.474313,20.8612,12.52828,40.06205,12.247395,48.265347,41.15324,14.471097,61.486916,26.68338,35.850159,43.638008,21.863184,83.34668,39.43079,58.042446,40.293839,29.223928,80.829834,29.682756,23.238768,46.010601,31.153708,24.911255,27.077785,36.509758,245.344208,37.824162,23.312746,32.686886,30.883316,16.548216,9.186738,25.6422,37.251411,45.285488,23.848583,17.564562,43.629337,20.568285,48.253639,42.401627,22.879326,85.939423,72.236038,15.921497,33.452,48.136902,73.412552,46.470818,34.416344,37.614651,32.932373,14.57,58.71236,18.4,49.998524,12.524721,21.052528,37.222054,6.53,19.407801,23.758085,23.105471,30.644918,64.372757,64.644508,9.583457,19.077143,41.531078,30.563658,41.13559,23.030313,35.18565,22.650715,46.751652,25.119514,61.816277,17.203991,62.850079,9.38,21.003403,21.869097,27.354607,10.73335,9.833867,69.63063,48.674343,44.32317,4.676484,24.681824,23.038988,16.183159,13.759031
28/01/08,7.46991,7.447849,39.764568,27.41576,11.763241,16.859529,21.443733,12.719297,37.818275,12.52952,49.366383,42.644642,14.659111,63.233959,28.063011,37.319111,43.522243,22.237486,84.769081,40.643559,58.780224,41.169258,29.630192,81.354683,31.483456,23.741283,46.842545,31.862759,25.643724,27.575924,37.85767,254.646057,38.631294,24.738174,33.884457,31.528011,17.985723,9.844052,26.184639,38.365536,47.059261,24.735321,17.968851,45.166489,20.924185,49.070107,42.15501,23.153128,87.99295,71.944092,16.351252,33.119957,49.296471,75.371216,46.924652,34.864014,37.908264,33.938457,14.65,58.668175,18.799999,49.785385,12.524721,21.310751,38.991215,6.6,19.512522,24.180765,23.902515,32.149601,66.008842,65.974838,9.933959,19.758476,42.948837,30.645678,42.583164,23.44067,35.570499,22.335821,48.472141,25.717607,64.580627,17.318714,64.604034,9.97,21.682463,22.071808,27.950279,10.888494,10.135363,70.030083,48.800884,45.114265,4.731133,25.045259,23.06452,16.495718,14.010304
29/01/08,7.583922,7.705856,40.112274,28.313297,12.008723,17.14204,21.772989,12.561214,37.581306,12.542642,47.835255,42.110279,14.874545,65.210304,28.752827,37.379379,44.564156,21.915586,84.462975,41.632919,58.59576,40.675842,29.789152,82.449684,31.342392,24.713121,47.687496,32.333981,26.039261,27.84012,37.508205,257.040649,38.637875,25.27025,33.925468,32.208553,17.765869,10.14141,25.849474,39.111282,46.624863,25.357594,18.428534,47.173061,20.853756,49.547131,42.27832,22.976847,87.064629,71.502029,16.365114,34.845341,49.950592,75.361794,46.850262,35.481255,38.095833,33.083977,14.77,59.622841,18.76,50.967297,12.672116,21.417078,39.234051,6.87,19.87904,24.300797,23.875946,31.831713,68.50489,66.097786,10.136879,20.182407,42.523949,30.857527,42.538742,23.463463,35.619633,22.894039,47.919121,25.733551,66.125153,17.573112,65.656418,10.8,22.570024,22.419302,28.281204,10.87439,10.103288,69.637169,48.760914,45.426357,4.905089,25.204666,23.32625,16.609709,13.989932
30/01/08,7.453019,7.654256,39.933968,27.334156,12.081707,16.58613,21.393074,12.475586,37.773842,12.990985,48.33416,41.775326,14.786415,65.020561,28.353043,36.995186,43.937653,21.623627,84.886108,42.090382,59.042686,39.418407,29.197443,81.843353,31.126646,24.134758,48.896408,32.446159,25.84149,27.815344,37.60804,256.764191,37.975098,25.158577,34.803146,32.504036,17.275429,10.086636,25.412563,39.255035,45.626801,25.482046,18.442505,48.222374,20.742535,49.051758,41.644135,22.568018,89.643265,70.834694,16.122511,34.625969,49.336117,74.966316,46.262486,34.830086,37.67173,31.802237,14.93,58.933357,17.440001,49.465683,12.73377,21.265179,39.164673,6.96,19.791769,24.68486,23.645691,32.743004,68.588776,64.752983,10.362862,19.909872,42.307167,30.454298,42.210163,23.271969,32.327892,22.693649,48.832031,25.474379,65.05452,17.837484,64.837906,10.36,22.24835,22.147089,27.844374,10.87439,10.116118,68.622162,48.634407,45.455379,4.878731,24.406624,23.230494,16.558231,14.118966
31/01/08,7.668377,7.671456,42.216412,28.817698,12.592573,18.718637,22.313303,13.839075,39.676983,13.41308,49.116924,44.199856,15.138933,67.423767,28.353043,36.00835,44.693554,22.084026,85.849396,42.611656,59.056877,40.683796,29.29459,82.015282,32.636932,22.314341,47.713482,32.625977,26.53001,28.646475,38.706329,262.447357,38.217884,25.316236,35.730019,33.211433,18.315508,10.524843,25.628025,39.686314,46.697258,26.508806,18.90077,50.385441,20.827805,48.859104,41.036392,22.714293,90.327789,72.102577,15.956154,34.388794,48.751377,74.881546,46.976734,34.857235,37.924572,31.767773,14.84,59.19854,17.6,49.882267,13.040121,21.538601,39.89315,6.99,20.158283,24.764883,23.42429,32.700623,69.406822,64.832504,10.565787,20.55335,44.223511,30.878036,42.751892,24.238598,34.841732,23.044331,47.620667,26.064489,68.670113,18.366224,67.05957,10.53,22.927423,22.488794,28.281204,11.050694,10.257241,70.84211,50.671921,46.703712,4.994702,24.749098,23.477728,16.742088,14.091805
1/2/08,7.83306,7.723057,43.241745,29.477875,12.751805,19.502377,21.570366,14.043266,40.150921,13.671152,50.071747,45.49984,15.622673,67.763687,28.219786,36.927399,45.653755,22.181345,88.649223,42.744629,58.517731,41.471695,29.789152,83.318413,33.458447,23.271955,47.91497,33.044029,26.95484,29.351002,39.721416,276.608368,38.926582,25.513294,37.026016,33.130829,18.696026,11.041301,26.166681,41.339535,48.610668,26.17433,19.423313,50.946911,21.335711,48.822403,41.714611,23.070616,90.88102,72.711502,16.607704,35.402679,49.346024,77.066216,47.140423,35.040359,39.025608,31.685091,14.92,60.002941,18.200001,50.744476,12.885018,22.100599,44.021221,7.81,20.463718,25.220976,24.752699,33.463566,71.90287,66.762932,10.697222,20.962152,45.654274,31.404293,43.533405,24.352585,34.948185,23.387848,46.725323,26.790165,67.985626,18.475964,67.293434,10.44,22.802334,22.442471,29.095293,11.33278,10.35988,71.752327,51.550873,47.414974,5.044782,24.749098,24.078062,16.903881,14.390616
4/2/08,7.668377,7.714458,41.538826,29.29985,12.39353,18.062477,20.920305,14.128899,39.899124,13.284046,48.308369,43.107212,14.937211,64.498795,27.906233,36.957535,44.972767,21.945526,88.658211,42.425476,58.184322,42.355083,30.654661,81.798096,34.338062,23.196106,48.207451,33.790226,25.819521,28.869398,38.897705,272.229675,39.09721,25.447617,35.196861,32.745804,17.503736,10.282262,26.029026,41.276642,48.305557,24.416403,19.009754,49.629635,21.52107,48.831577,41.556065,23.205643,91.762451,73.570671,16.656225,35.716908,49.048698,74.373047,47.222263,35.325256,38.78093,32.711857,15.09,59.737747,18.76,49.504436,12.682712,21.796808,42.39082,7.81,20.018658,24.932919,25.204355,32.785389,71.483376,65.989319,10.406674,20.470078,44.969246,31.192425,44.048477,24.211235,34.858116,23.087267,44.688828,26.483145,66.204102,18.396151,67.644218,10.74,22.730848,22.361383,29.717432,11.466769,10.481762,73.18647,52.569622,48.44558,5.192383,25.169132,24.265268,17.15761,14.506067
5/2/08,7.364345,7.387646,40.5135,27.482523,12.148048,17.406324,20.337772,13.569012,39.869522,13.078465,47.620209,42.070419,14.44368,71.147118,27.584843,36.272011,44.564156,21.485138,85.795357,40.473351,56.566929,40.357498,30.107103,77.345772,32.553928,22.271683,46.654049,32.127014,24.977179,27.336491,37.275234,252.01268,38.257263,24.817007,33.876259,30.811663,15.973216,10.094456,25.059446,40.548866,46.655876,23.700796,18.202192,48.405132,21.257853,48.116035,40.789768,22.631783,89.080666,72.619728,16.240347,34.851269,47.383678,73.356056,46.775864,34.755486,38.340523,31.66441,14.61,58.261547,18.52,48.671295,12.462104,20.999372,39.927837,7.84,19.39035,23.796684,24.858971,32.276764,68.525864,64.926491,10.155329,20.106703,42.654018,30.488482,42.40554,23.518188,34.374992,22.393076,43.433567,25.653801,61.008904,17.902317,64.89637,9.87,21.879042,21.330473,28.731264,11.078902,10.193096,69.401436,50.292393,46.38438,4.970981,24.425999,23.600384,16.9333,14.152923
6/2/08,7.398126,7.258642,38.97998,26.948446,12.148048,17.709606,19.983198,13.674401,39.788048,13.128768,46.605171,40.674717,15.172229,71.534447,27.451582,36.980118,44.468822,21.601164,85.462296,39.079739,54.984982,40.11874,29.550707,74.06987,32.363079,21.750198,45.958607,31.596582,24.808704,26.794327,37.524849,250.801605,38.716606,24.83671,33.36771,30.426641,15.956306,9.992731,24.221537,40.953178,45.342381,23.63793,17.967466,48.980286,21.402439,48.877438,40.983543,22.474249,88.696266,72.78656,16.510664,34.631886,48.345032,70.691116,46.909786,34.864014,38.267113,31.499027,13.81,58.535576,18.52,52.362335,11.753064,20.786715,39.789085,6.99,19.093649,23.596653,24.876682,32.064831,68.336098,64.644508,10.199145,19.887165,43.07024,30.577328,41.970383,23.67321,34.69434,22.128277,43.775906,25.777411,61.307274,17.927261,64.077835,9.62,21.682463,21.255186,29.165579,11.093089,10.167437,68.966141,50.518776,46.442432,4.978889,24.432463,23.406713,16.995815,13.989932
7/2/08,7.339006,7.258642,42.296654,27.94241,12.121517,17.626886,20.244913,13.885186,40.328636,13.28842,47.740627,43.147102,15.655967,72.245979,27.381029,37.386917,44.305393,21.878157,88.019035,39.638248,55.85751,40.874805,29.656689,78.875145,33.342274,21.939825,46.647552,31.713448,25.358063,27.391529,38.431755,248.751953,38.920036,24.981222,34.114128,30.659458,16.269171,10.149236,24.885878,41.078968,46.454205,23.936544,18.082037,49.082325,21.539608,47.666523,41.159714,22.774309,89.521393,74.730095,16.177965,35.491611,47.799942,68.694771,46.731216,34.741917,38.536255,31.492134,13.09,60.232773,18,53.757362,11.679849,21.060123,39.615639,7.12,19.259449,23.372612,24.097349,32.001244,69.116226,64.514374,10.236037,20.129416,43.915684,30.878036,42.396671,22.911764,34.776234,22.700808,44.083149,25.653801,62.035667,17.727745,63.843987,9.56,22.039879,21.399977,29.185623,11.164016,10.109702,69.487144,50.585373,46.239212,4.928811,24.180452,23.187241,16.944332,14.003518
8/2/08,7.203881,7.103839,42.466064,27.519596,11.789779,17.764748,19.932539,13.595357,41.202431,13.262174,47.267529,41.871037,15.616802,70.380318,26.981251,37.047928,43.971703,22.177601,90.593803,40.095692,56.226406,41.758194,29.798002,80.504036,34.288258,23.409435,47.479504,32.67992,24.464451,26.882389,38.423435,242.509857,37.601044,24.817007,33.51535,30.337093,15.62653,9.859704,24.317303,41.447369,44.520126,23.166428,17.419781,48.154667,21.057659,46.510639,41.009972,22.748053,89.746445,75.03038,15.990808,35.835491,47.155731,68.826607,46.15089,34.070427,38.112144,30.685883,12.98,60.064819,17.08,53.689548,12.088317,21.090504,39.060604,6.69,19.067469,23.684669,24.974102,32.488697,71.182564,64.478233,10.231428,20.091564,46.850914,31.05574,42.31673,22.74762,34.587883,22.786686,45.022388,25.665771,61.570545,17.85743,63.960903,9.44,21.664597,21.093025,28.838171,11.135643,9.994237,68.788086,50.518776,45.89085,4.894543,24.012442,23.077503,16.907553,13.996725
11/2/08,7.191214,7.146839,44.534534,28.172358,11.929106,18.242632,20.489742,13.621703,41.454224,13.26655,47.276115,43.218876,15.936032,70.498886,27.224262,37.356773,44.067039,22.271173,93.204552,40.941433,57.056396,42.585865,30.548697,82.015282,35.109791,23.324104,48.70792,33.63739,24.230062,26.802578,38.473366,240.46022,37.128578,24.633074,32.555656,31.125067,15.39822,9.601474,23.772657,42.229046,43.796135,23.213581,17.850109,47.653736,20.887125,45.969398,40.851421,22.834322,90.346565,74.504906,15.907636,35.610188,46.719654,68.459351,46.039284,34.070427,38.601505,31.223387,12.92,59.932217,17.040001,54.164246,12.47077,21.455053,40.135979,6.83,19.015108,24.132757,25.151222,32.382721,71.815102,65.627815,10.319049,20.454939,50.41914,31.390629,42.609798,23.527302,34.751663,23.352058,44.697594,25.837214,60.938698,17.822514,63.551659,9.73,21.962437,21.307306,29.018583,11.149831,9.923675,70.535789,52.336582,46.094063,4.844466,23.960751,23.03232,16.856077,13.996725
12/2/08,7.275666,7.250042,42.956432,28.105598,11.869397,17.976122,20.422199,13.97081,41.743019,13.421829,47.258907,42.995567,16.028082,72.206421,28.274662,38.079956,44.679935,22.428379,94.347885,40.638248,57.545879,42.681374,30.531027,80.856941,34.968716,23.395214,47.797977,33.525002,24.823364,26.744787,38.930977,244.186844,37.036716,24.705343,33.162647,31.563828,15.863289,9.773627,24.281389,42.229046,45.135509,23.512192,17.436548,47.737202,20.742535,46.400551,40.992355,23.059364,91.293617,75.464142,16.073988,35.829571,46.630463,66.849091,46.850262,34.606262,39.39262,32.064091,12.93,61.06369,16.799999,54.997406,12.02859,21.470234,40.101292,7.02,19.399069,24.252775,25.673729,31.895288,70.613266,66.365273,10.385921,20.356522,49.920547,32.203918,42.698601,23.88295,35.169281,23.860176,42.564545,25.94487,59.99091,18.111832,64.25325,9.99,22.343668,21.753263,29.325937,11.405168,10.058385,71.083206,53.009098,46.522278,4.881367,24.354918,23.374443,16.970751,14.186881
13/02/08,7.520582,7.344646,42.671127,28.179777,11.909205,18.169113,20.40531,14.260636,41.942966,13.679901,47.035267,43.474091,16.071163,72.475227,28.117882,38.531952,44.475624,22.229998,97.426819,41.835056,58.674786,44.416328,31.502502,82.386276,35.737133,23.992546,48.987411,34.491474,24.728138,27.284195,39.371967,245.397949,37.377937,24.843279,32.727905,31.95783,15.914029,9.96143,24.502838,41.977459,45.694027,23.944403,17.620975,47.468189,20.95385,45.189621,41.450367,23.201891,91.012306,75.839508,16.538397,35.900707,46.392601,65.76619,47.177624,34.462505,39.735153,32.780762,13,61.929962,16.84,55.375217,12.465955,21.682886,40.691006,7.39,19.835396,24.68486,26.134243,32.827766,74.872391,66.676208,10.473547,20.554972,50.673923,32.169453,42.290089,24.411858,35.324852,24.155823,43.266781,26.144234,61.83382,18.436056,67.527313,10.13,23.034639,22.390341,29.305895,11.213666,10.053839,71.795486,52.761162,46.776295,4.868189,23.760431,23.329256,16.815388,14.234418
14/02/08,8.124428,7.258642,40.923626,26.83717,11.749972,17.617695,19.881884,13.898358,41.158012,13.625223,46.218094,42.381466,15.761721,70.815094,27.929747,38.321022,43.685669,21.915586,96.193436,41.999943,59.189217,44.304916,31.652643,82.53112,35.246994,24.044685,49.14249,34.365616,24.427822,26.810835,38.165512,239.808014,37.141701,24.613369,32.137329,31.456398,15.119173,9.7032,23.898346,41.034046,44.814903,23.252869,17.584646,47.152802,20.531212,45.152927,41.194931,22.624285,91.481178,75.906227,16.087854,35.58054,45.441154,63.939342,46.716324,34.216045,39.229504,32.319065,12.94,60.842705,16.6,54.871452,12.279064,21.515804,39.927837,7.17,19.425261,24.180765,25.168936,31.81052,74.556137,66.213455,10.429735,20.135174,50.3526,31.866096,41.11784,25.027399,34.997318,23.391491,42.634773,25.593996,58.832516,19.23914,67.819641,9.69,22.540234,22.01968,28.757994,11.107272,9.917541,70.285179,52.35915,46.239212,4.781209,23.657038,23.116238,16.623047,14.057849
15/02/08,8.525577,7.327446,41.601223,26.903942,11.663723,17.084671,19.69615,13.700746,40.950668,13.623036,46.304111,42.437443,15.513,69.953407,28.211952,38.968872,43.876358,21.994186,95.599281,42.047813,59.73225,44.296955,31.652643,82.033409,34.848267,24.220926,49.390099,33.848663,24.35458,26.673225,38.490017,237.385757,37.93573,25.033768,32.153744,31.313114,15.609612,9.94578,24.269424,41.348515,44.91832,23.33145,17.844519,48.052608,20.594242,46.639076,41.080425,22.256718,90.459076,75.372391,16.150238,35.758423,48.037792,64.768005,46.798183,34.791107,40.061398,32.753193,12.96,60.383026,16.76,55.433346,12.006427,21.212021,39.129974,7.13,19.294355,24.108755,25.585165,31.61978,75.315186,66.336357,10.406674,20.01305,51.047352,31.362793,41.13559,25.218893,35.087391,23.441961,42.037861,25.458429,58.481483,19.737949,67.527313,9.57,22.564062,21.909639,28.79809,11.135643,9.930523,70.232407,52.700867,46.950474,4.768031,23.676424,23.096865,16.589752,14.071425
19/02/08,8.643813,7.224242,41.3605,25.84321,11.431509,16.80896,19.535746,13.470206,41.224659,13.367155,45.615955,41.757725,15.385704,69.953407,29.042864,39.059269,43.590328,21.747149,97.624901,42.893562,60.611073,45.474815,32.0854,85.146393,36.235554,25.021141,50.452175,34.761181,24.046942,26.634706,37.358421,235.895126,37.712616,24.987789,31.505737,31.169846,15.051525,9.75015,24.095848,41.447369,44.380505,23.465044,17.506405,46.429214,20.601656,47.317921,41.274212,22.620531,91.059204,74.963661,16.053198,36.327614,47.41341,65.351845,47.363621,34.435127,40.085857,32.436199,12.86,60.586361,16.959999,55.036156,11.770406,20.832285,39.164673,7.52,19.050013,23.844694,26.116531,31.852907,76.327248,67.124451,10.436651,19.868025,53.088207,31.866096,41.553005,25.332891,35.038265,23.521278,44.311371,26.012653,58.358627,18.700422,66.124153,9.23,21.378677,20.467533,28.504093,11.029252,10.02788,69.915848,52.600368,46.747269,4.78648,23.90905,23.077503,16.604544,14.051055
20/02/08,8.508689,7.310244,42.751362,26.673992,11.537663,17.63608,19.67927,13.773204,41.617149,13.384648,45.753578,42.701309,15.626589,70.214317,29.082052,38.637417,43.76059,21.795807,100.63176,43.404198,61.689972,46.334332,32.429825,85.435982,37.240715,25.130697,50.927837,35.646729,24.662214,26.868631,38.123901,237.478882,38.178528,25.237406,32.047108,31.573259,15.67726,9.937955,24.532755,42.525547,45.311352,24.085857,17.780251,47.718674,20.616484,47.822483,41.705795,22.661785,91.209229,75.09713,15.983888,36.452118,47.790024,65.323601,47.043705,34.483036,40.297909,32.401749,12.93,59.534443,17.040001,55.365528,11.928394,21.052528,39.754402,7.81,19.503792,24.252775,27.134977,32.170795,77.655624,68.548775,10.531193,20.104639,53.010052,32.031563,42.183517,25.6019,35.373985,23.643867,44.89949,25.598671,60.333172,18.625601,64.25325,8.71,20.4673,20.409615,28.230148,11.02216,10.079803,70.080742,52.506565,47.008553,4.818108,23.837967,23.090414,16.545368,14.044267
